Date,Open,High,Low,Close,Volume
2024-12-31,252.44,253.28,249.43,250.42,39480718.0
2024-12-30,252.23,253.5,250.75,252.2,35557542.0
2024-12-27,257.83,258.7,253.06,255.59,42355321.0
2024-12-26,258.19,260.1,257.63,259.02,27262983.0
2024-12-24,255.49,258.21,255.29,258.2,23234705.0
2024-12-23,254.77,255.65,253.45,255.27,40858774.0
2024-12-20,248.04,255.0,245.69,254.49,147495267.0
2024-12-19,247.5,252.0,247.0949,249.79,60882264.0
2024-12-18,252.16,254.28,247.74,248.05,56774101.0
2024-12-17,250.08,253.83,249.78,253.48,51356360.0
2024-12-16,247.99,251.38,247.65,251.04,51694753.0
2024-12-13,247.815,249.2902,246.24,248.13,33155290.0
2024-12-12,246.89,248.74,245.68,247.96,32777532.0
2024-12-11,247.96,250.8,246.2601,246.49,45205814.0
2024-12-10,246.89,248.21,245.34,247.77,36914806.0
2024-12-09,241.83,247.24,241.75,246.75,44649232.0
2024-12-06,242.905,244.63,242.08,242.84,36870619.0
2024-12-05,243.99,244.54,242.13,243.04,40033878.0
2024-12-04,242.87,244.11,241.25,243.01,44383935.0
2024-12-03,239.81,242.76,238.9,242.65,38861017.0
2024-12-02,237.27,240.79,237.16,239.59,48137103.0
2024-11-29,234.805,237.81,233.97,237.33,28481377.0
2024-11-27,234.465,235.69,233.8101,234.93,33498439.0
2024-11-26,233.33,235.57,233.33,235.06,45986189.0
2024-11-25,231.46,233.245,229.74,232.87,90152832.0
2024-11-22,228.06,230.7199,228.06,229.87,38168252.0
2024-11-21,228.88,230.155,225.7103,228.52,42108327.0
2024-11-20,228.06,229.93,225.89,229.0,35169566.0
2024-11-19,226.98,230.16,226.66,228.28,36211774.0
2024-11-18,225.25,229.74,225.17,228.02,44686020.0
2024-11-15,226.4,226.92,224.27,225.0,47923696.0
2024-11-14,225.02,228.87,225.0,228.22,44923941.0
2024-11-13,224.01,226.65,222.76,225.12,48566217.0
2024-11-12,224.55,225.59,223.355,224.23,40398299.0
2024-11-11,225.0,225.7,221.5,224.23,42005602.0
2024-11-08,227.17,228.66,226.405,226.96,38328824.0
2024-11-07,224.625,227.875,224.57,227.48,42137691.0
2024-11-06,222.61,226.065,221.19,222.72,54561121.0
2024-11-05,221.795,223.95,221.14,223.45,28111338.0
2024-11-04,220.99,222.79,219.71,222.01,44944468.0
2024-11-01,220.965,225.35,220.27,222.91,65276741.0
2024-10-31,229.34,229.83,225.37,225.91,64370086.0
2024-10-30,232.61,233.47,229.55,230.1,47070907.0
2024-10-29,233.1,234.325,232.32,233.67,35417247.0
2024-10-28,233.32,234.73,232.55,233.4,36087134.0
2024-10-25,229.74,233.22,229.57,231.41,38802304.0
2024-10-24,229.98,230.82,228.41,230.57,31109503.0
2024-10-23,234.08,235.144,227.76,230.76,52286979.0
2024-10-22,233.885,236.22,232.6,235.86,38846578.0
2024-10-21,234.45,236.85,234.45,236.48,36254470.0
2024-10-18,236.18,236.18,234.01,235.0,46431472.0
2024-10-17,233.43,233.85,230.52,232.15,32993810.0
2024-10-16,231.6,232.12,229.84,231.78,34082240.0
2024-10-15,233.61,237.49,232.37,233.85,64751367.0
2024-10-14,228.7,231.73,228.6,231.3,39882085.0
2024-10-11,229.3,229.41,227.34,227.55,31759188.0
2024-10-10,227.78,229.5,227.17,229.04,28183544.0
2024-10-09,225.23,229.75,224.83,229.54,33591091.0
2024-10-08,224.3,225.98,223.25,225.77,31855693.0
2024-10-07,224.5,225.69,221.33,221.69,39505354.0
2024-10-04,227.9,228.0,224.13,226.8,37345098.0
2024-10-03,225.14,226.805,223.32,225.67,34044158.0
2024-10-02,225.89,227.37,223.02,226.78,32880605.0
2024-10-01,229.52,229.65,223.74,226.21,63285048.0
2024-09-30,230.04,233.0,229.65,233.0,54793391.0
2024-09-27,228.46,229.52,227.3,227.79,34025967.0
2024-09-26,227.3,228.5,225.41,227.52,36636707.0
2024-09-25,224.93,227.29,224.02,226.37,42308715.0
2024-09-24,228.645,229.35,225.73,227.37,43556068.0
2024-09-23,227.34,229.45,225.81,226.47,54146023.0
2024-09-20,229.97,233.09,227.62,228.2,318679888.0
2024-09-19,224.99,229.82,224.63,228.87,66781315.0
2024-09-18,217.55,222.71,217.54,220.69,59894928.0
2024-09-17,215.75,216.9,214.5,216.79,45519339.0
2024-09-16,216.54,217.22,213.92,216.32,59357427.0
2024-09-13,223.58,224.04,221.91,222.5,36766619.0
2024-09-12,222.5,223.55,219.82,222.77,37498225.0
2024-09-11,221.455,223.09,217.89,222.66,44587072.0
2024-09-10,218.92,221.48,216.73,220.11,51591033.0
2024-09-09,220.82,221.27,216.71,220.91,67179965.0
2024-09-06,223.95,225.24,219.77,220.82,48423011.0
2024-09-05,221.625,225.48,221.52,222.38,36615398.0
2024-09-04,221.66,221.78,217.48,220.85,43840196.0
2024-09-03,228.55,229.0,221.17,222.77,50190574.0
2024-08-30,230.19,230.4,227.48,229.0,52990770.0
2024-08-29,230.1,232.92,228.88,229.79,51906297.0
2024-08-28,227.92,229.86,225.68,226.49,38052167.0
2024-08-27,225.995,228.85,224.89,228.03,35934559.0
2024-08-26,226.76,227.28,223.8905,227.18,30602208.0
2024-08-23,225.6589,228.22,224.33,226.84,38677250.0
2024-08-22,227.79,228.34,223.9,224.53,43695321.0
2024-08-21,226.52,227.98,225.05,226.4,34765480.0
2024-08-20,225.77,227.17,225.45,226.51,30299033.0
2024-08-19,225.72,225.99,223.04,225.89,40687813.0
2024-08-16,223.92,226.8271,223.6501,226.05,44340240.0
2024-08-15,224.6,225.35,222.76,224.72,46414013.0
2024-08-14,220.57,223.03,219.7,221.72,41960574.0
2024-08-13,219.01,221.89,219.01,221.27,44155331.0
2024-08-12,216.07,219.5099,215.6,217.53,38028092.0
2024-08-09,211.855,216.529,211.725,215.99,42250492.759381
2024-08-08,212.864,213.952,208.589,213.063,47215736.190683
2024-08-07,206.661,213.393,206.151,209.577,63589934.775537
2024-08-06,205.063,209.747,200.838,206.99,69741117.298101
2024-08-05,198.86,213.253,195.773,209.028,119686961.82937
2024-08-02,218.897,225.339,217.458,219.606,105690751.49103
2024-08-01,224.111,224.22,216.769,218.108,62573338.465331
2024-07-31,221.184,223.561,220.375,221.823,50094177.021851
2024-07-30,218.937,220.07,215.87,218.547,41692041.12069
2024-07-29,216.709,219.046,215.501,217.988,36353807.466876
2024-07-26,218.447,219.236,215.76,217.708,41649496.934385
2024-07-25,218.677,220.595,214.372,217.239,51450682.308586
2024-07-24,223.741,224.54,216.879,218.287,61849081.134895
2024-07-23,224.106,226.678,222.423,224.75,40006512.4425
2024-07-22,226.748,227.517,222.832,223.701,48257626.744141
2024-07-19,224.56,226.538,223.017,224.051,49208343.889941
2024-07-18,230.014,230.174,222.013,223.921,66111017.456789
2024-07-17,229.185,231.192,226.378,228.615,57412259.624241
2024-07-16,234.728,235.997,232.061,234.549,43284319.990648
2024-07-15,236.207,236.956,232.821,234.129,62703745.231571
2024-07-12,228.655,232.371,228.416,230.273,53107926.286188
2024-07-11,231.122,232.121,225.509,227.307,64785517.015463
2024-07-10,229.035,232.811,228.985,232.711,62700176.105223
2024-07-09,227.666,229.135,226.11,228.416,48225576.690342
2024-07-08,226.827,227.587,222.992,227.557,59154250.579759
2024-07-05,221.394,226.188,221.394,226.078,60482333.006176
2024-07-03,219.746,221.294,218.777,221.294,37413055.087235
2024-07-02,215.9,220.125,214.851,220.015,58113364.187234
2024-07-01,211.845,217.259,211.675,216.499,60472843.034603
2024-06-28,215.521,215.82,210.057,210.376,82638257.976919
2024-06-27,214.442,215.49,212.104,213.852,49830316.967217
2024-06-26,211.255,214.612,210.396,213.003,66289825.180481
2024-06-25,208.908,211.136,208.369,208.828,56779512.090369
2024-06-24,207.48,212.454,206.351,207.899,80820444.361092
2024-06-21,210.147,211.645,206.871,207.25,246706576.10566
2024-06-20,213.683,213.992,208.609,209.438,86272192.251307
2024-06-18,217.338,218.377,212.754,214.042,80035785.198718
2024-06-17,213.123,218.697,212.474,216.42,93836786.851846
2024-06-14,213.603,214.921,211.056,212.244,70203912.346023
2024-06-13,214.492,216.499,211.355,213.992,97976001.292171
2024-06-12,207.13,219.945,206.661,212.824,198363625.71691
2024-06-11,193.426,206.92,193.406,206.911,172572811.36756
2024-06-10,196.672,197.072,191.928,192.897,97374654.060906
2024-06-07,194.425,196.712,193.916,196.662,53165377.707087
2024-06-06,195.459,196.273,193.946,194.255,41229419.273009
2024-06-05,195.174,196.672,194.645,195.644,54219469.366523
2024-06-04,194.41,195.094,192.811,194.125,47526391.346201
2024-06-03,192.677,194.765,192.297,193.806,50138505.270751
2024-05-31,191.219,192.347,189.69,192.028,75245269.774455
2024-05-30,190.539,191.958,190.41,191.069,50005753.793738
2024-05-29,189.391,192.025,189.291,190.07,53129440.158867
2024-05-28,191.289,192.777,188.881,189.77,52340563.120111
2024-05-24,188.602,190.36,187.823,189.76,36369022.05681
2024-05-23,190.759,190.779,186.409,186.664,51064961.367799
2024-05-22,192.043,192.6,190.05,190.679,34688651.341859
2024-05-21,190.869,192.507,190.699,192.128,42358372.481591
2024-05-20,189.106,191.698,188.791,190.819,44412621.445723
2024-05-17,189.291,190.589,188.961,189.65,41330708.375653
2024-05-16,190.25,190.874,189.441,189.621,52906396.292761
2024-05-15,187.693,190.43,187.153,189.501,70481473.24051
2024-05-14,187.293,188.082,186.075,187.213,52454262.570641
2024-05-13,185.221,186.884,184.407,186.065,72128198.05667
2024-05-10,184.686,184.876,181.919,182.838,50818248.137
2024-05-09,182.102,184.197,181.653,184.107,49106182.185959
2024-05-08,182.391,182.611,180.995,182.281,45170422.141609
2024-05-07,182.99,184.437,180.865,181.942,77500223.439934
2024-05-06,181.896,183.738,179.968,181.254,78767298.603118
